"","PCA-pc.1","PCA-pc.2","PCA-pc.3","PCA-pc.4","PCA-pc.5","PCA-pc.6"
"W1111",-18.3009970060832,-3.89072648268645,15.0163540817678,29.3226540473329,-9.61090888120705,0.768214318575066
"W1112",7.55210101397522,-0.142325417123034,7.36832663699009,15.3902748794611,-11.1960682637133,5.52480343688095
"W1114",10.9194163396156,-0.256310549488983,7.9559374515545,21.4715233487032,-7.50048955316371,6.91121636573346
"W1117",-2.78472549104127,6.55743250492837,9.70353376697539,32.4329503362332,-9.51020536906291,-0.0771963654019453
"W1119",-0.41560650216876,9.38738202570526,11.0647190827153,33.5347386152521,-11.9944374627899,2.68339934531936
"W1121",-14.4856256372526,-10.6642297176099,8.45957792069908,-7.66353027149439,-7.53521207132436,0.585888126841122
"W1122",-16.8010194060568,-8.00484084211519,9.42994955641207,-7.13082473061176,-8.06850223591049,4.13573332141029
"W1124",-6.50679937955739,8.73457956545271,1.8112996030651,-1.14444059246336,-10.7659598392104,1.16071226237665
"W1126",-5.46826419596848,5.12198102461397,3.92705588686197,3.9765596349138,-13.0168714887489,0.222699474918475
"W1142",-33.7519161319129,-36.9162861356814,27.7503657764032,-8.67034115115902,5.64229392647526,-0.831560962340629
"W1143",-33.5444734748255,-35.8263321189509,28.1410221613413,-9.97078636602624,6.96502317790844,-1.78213538861938
"W1161",-25.4794258136393,-5.95050074244818,-26.1591919386481,-2.43744866733868,-0.764336907547272,3.04545479497269
"W1214",-26.1524651721656,-4.13473838566058,-21.832541018357,-4.37042189909094,-3.30315175316381,-0.364220376228807
"W1230",-21.5591277177368,17.1728242105638,2.92073970145652,-0.0546407256962998,11.3490637203918,-2.24406732406126
"W1236",-21.3517745880967,17.3733712482986,0.737668404835482,-4.36342424501494,9.47444052985294,-1.91029016825565
"W1238",-24.9147785178577,-1.15705648971395,-21.1781143424815,-2.99481740219316,1.60475584140838,-1.94133348782732
"W1244",-23.7416912913911,-4.61405881918749,-24.4577876409367,-5.99089789464461,-2.88992494000699,2.17531231504096
"W1292",-24.5632792175391,-6.0674612690919,-23.681708010517,5.37389799445803,-1.91437359029358,3.63664674412546
"W1294",-23.321273819641,-5.78016759011935,-19.5741136953279,4.33701403064729,-4.03758100245101,-0.275629366513614
"W1295",-24.7926835249066,-14.3633043165963,14.16101431863,-1.32323558506549,-0.963775978447755,0.67936532085626
"W1532",-24.9340532522823,-12.8018741871161,17.2839240870418,1.75093364497254,-0.975693044439895,1.40749908669374
"W1533",-30.7935644686137,-24.2929708859382,-7.18008420987825,-2.92458463096095,5.87105346297119,-0.761822909790824
"W1534",-30.8610510288847,-34.8332544655281,-5.49818153756009,-6.28241727949169,4.42257744309029,-2.13256577718379
"W1536",-28.0283050976824,-25.7471360154372,-39.5276152827379,5.69109744367827,2.09923488125321,-0.738288539486141
"W1542",-28.1529400814669,-25.7769745698046,-40.3654927097469,5.21979826617906,3.32057963130059,-0.403377710502714
"W1546",-28.3032590249043,20.4337264115567,5.50098493149927,-0.766900956160781,26.9497349238484,-2.42891580458207
"W1547",-28.4867617119171,20.7083317806925,6.15838237799467,-0.818751403613575,26.6694269690711,-2.40612096026749
"W1550",-20.1138733922936,15.3287334828373,1.41855084078443,-5.52463010120943,6.55398771919626,-2.71423047454469
"W1551",-20.887690399641,18.010142104879,1.07102916774061,-5.19482447760466,11.4643222476424,-0.469848443026849
"W1552",-23.9862901685709,16.5014168983385,-2.04523555045394,-6.6038597089261,-11.7437242629756,6.4393823836718
"W1553",-24.6515077692069,17.2195705450934,-2.67872493804818,-9.27312346467224,-10.6290757326962,5.72969061704828
"W1554",-26.0000463633132,16.5850352467968,-3.52669826012946,-13.1369307704661,-7.29210692804096,3.33729850042583
"W1555",-25.9304236116057,17.427721265099,-4.05079793734315,-13.5067972872883,-8.56320619472295,5.40082957854113
"W1556",-22.4359367340736,17.2828697461195,0.499744875035365,-0.605143263716411,-10.5979789059655,4.05814657016404
"W1557",-21.1008815141014,17.980551873202,-0.522215679449468,-1.90819477060319,-8.78209875891724,4.34004800050668
"W1558",-20.5856541563606,14.8818311150694,3.41215962731876,9.88666568389493,-4.78909280871957,1.17457533424322
"W1559",-18.2501571734806,13.8350071230691,4.79202103566915,7.81300080430548,-10.8740326577184,4.64286514188078
"W1560",-4.86741798883306,7.23351730162958,3.04214832121895,-2.8399519630781,13.178092262439,-1.65644434822175
"W1619",-0.676645256366944,8.91372079402836,4.60875551634925,-2.18152721136567,17.777193397525,-5.0622561941179
"W1666",-3.65777074709899,6.72511211619581,7.93081925034409,16.6696205153839,-13.0404953251001,0.435478674551733
"W1668",-5.12931148583599,3.56123080616146,9.05858136667882,19.2039326480649,-12.2401800944113,-2.79420730876478
"W1669",-2.31096424492519,2.73330887518711,7.61571884406048,14.2405833529448,-12.0144646088822,-4.25212310324525
"W1675",-6.04959606108933,-1.44795020862945,6.17429227884199,13.2611985386643,-12.314002431975,1.37073876856902
"W1676",-29.5136428222235,-28.0831617390462,30.2569338985798,0.860784050788263,3.47846669809306,-2.41826974836592
"W1677",-28.0639243565866,-27.6894572487524,30.4688111972048,1.58152665210089,3.40439176367621,-4.07436184947818
"W1679",-25.8330072621829,-20.1161188933307,25.4889607194964,-4.9547755946989,3.15033765476767,-5.25130247157173
"W1681",-27.0255625238141,-18.2762366054111,20.6163251264776,-7.82215402620487,4.29638172370786,-1.79622541122759
"W1683",-21.9771756865039,-13.8996329596092,12.8871649846022,-16.4406111627681,-0.230134827374408,-2.63681406886248
"W1685",-21.1753610881464,-8.51028937457978,12.3718208972467,-14.9738676373066,1.49832731688288,-0.926459495794065
"W1687",-19.2375391899291,14.6453983037986,5.05395797052148,6.54082588983481,5.5057221419823,0.00340075130773309
"W1690",-19.4148018385582,15.7772482182268,6.17512775885526,12.8128099148254,5.4622385169936,-2.15343907045193
"W1695",-18.5491192209311,17.1598626074264,6.04730141760359,14.6280856440217,10.1408186271936,-2.16444487510763
"W1696",-22.5083756267078,16.6779026720235,4.73311390870751,12.3451699415699,10.7733968159192,-1.39532574457225
"W1698",-28.4916343114245,19.4358593452524,5.30281820432928,0.827932812331648,26.7430052861098,-3.83201685969965
"W1700",-28.6827391230159,18.8184493433779,6.32517145283024,0.654012001834221,27.497381722999,-3.91010481775598
"W1715",14.7514984295321,0.914004247815171,-7.68108677109147,1.37103050427539,-4.96775606114092,1.48630976053152
"W1716",13.2689771354562,0.0850638285841308,-6.14925419071794,6.35910195009675,-3.2876378307458,-2.18974712343971
"W1718",20.6592805890198,7.15997380754972,9.21267241896912,25.2540606428451,-4.22125989443013,4.46450333549152
"W1719",29.9166640062699,3.98598223008665,8.92747580626066,23.2658374880175,-3.4970516810371,3.27563787300007
"W1721",1.23988948968724,-0.0242175589910148,8.79738424217183,21.9051326936097,-5.15591304184772,1.58286901852407
"W1723",4.52884852249623,2.34845704706634,8.67289919984817,20.4756402858647,-3.95188954728807,1.93967678335935
"W1724",72.5208459694707,-9.22226796453824,1.9270594527617,3.98897276593371,-1.80189219938521,5.05727084581991
"W1725",71.6194335381566,-9.38623232128809,2.14364163132586,3.12337920260688,-1.3653505449641,4.17143403184789
"W1726",-28.3263178258418,19.4232381612115,5.51536426847279,1.06913855889376,26.5768604444951,-3.79262696617666
"W1727",-28.4529935443342,18.9507864711967,5.5577735999611,0.501827809439786,27.5253175137556,-3.6698580984299
"W1731",-29.972802358676,-25.4911442976101,3.7280302678719,-1.1079749889474,3.30174673154282,-3.30922563256361
"W1732",-30.0675561605447,-24.5411700378085,2.63861932555626,-3.10542825825904,5.05175842646409,-1.9603278582358
"W1735",-7.36646453983138,-0.455282845686067,9.38342610829949,23.3978692802354,-11.6923414225107,-4.08159919703331
"W1736",-7.18088552387888,-5.90639773750532,10.7776633927024,23.9198655362394,-6.31323949940425,-3.12406180409602
"W1737",-30.3071904852846,-23.3971103182168,26.0110154624534,-4.94557050066311,5.67781568542537,-2.36233479250061
"W1738",-28.875279154694,-23.5785921893759,24.659684920818,-0.882069044451914,1.35559963112831,-0.518749216246722
"W1739",-29.6905179165082,-36.4832968250921,-3.30157700390811,0.614018027028236,1.25069150728899,-0.302151400139299
"W1740",-28.6875394834955,-30.8461486671967,-14.3544694595049,-0.42176002897537,0.875438253777753,1.35609177653473
"W1741",-14.260933745582,-21.928200039381,16.1026422114461,11.0743625617958,-5.47195893964977,-2.321308478491
"W1742",-15.6289505457123,-24.2632621031281,20.2508105790129,3.00929588307548,-4.93564168743605,-1.64338304217622
"W1743",-6.11429197862327,-15.7530828566296,10.0115599877005,-6.70155176066803,-1.11454039868067,-6.12766635557262
"W1746",-10.1350589316941,-17.2238493416761,13.6437414510533,-8.34309785648049,-2.49956540377842,-6.10940023033048
"W1747",-11.8928214304706,-8.93141823134661,9.56537657919882,-0.412342621114246,-3.84745375496792,-2.21967283459205
"W1748",-13.0393308658955,-17.0901383131287,12.8544457479292,1.81266759702438,-1.70653933947042,-6.65931115215123
"W1749",-28.2219992662575,-28.2700981775746,24.6123528914337,-3.87805873168803,2.78236863935433,-2.24944065156892
"W1750",-26.8765804686303,-28.1251859647451,23.5862775114579,-1.98527069442976,1.30755593143923,-2.73436023470745
"W1751",-26.3257168225082,-37.2462245257334,22.9092824470859,-0.792519228563698,1.70258981006979,3.63987881619508
"W1753",-24.1607503674779,-31.6552970939172,27.1057592216107,4.84149099835504,-4.79788948387824,-0.221397013701533
"W1754",-32.1781303581093,-37.6227218244736,22.1487908566639,-13.0099648291297,7.04036852284248,-1.5569546431548
"W1756",-28.5790256155408,-36.0608190998968,23.9878187151297,-10.2947360822095,8.59960572306922,3.76902089641446
"W1757",-12.7267201180894,-21.0035302284126,11.4127823671883,-9.85285611889082,-2.05211104169954,-3.15651993189968
"W1759",-12.9698503623391,-18.746004991244,10.9349023209156,-11.9992842436394,-4.26930767950428,-1.69741748438915
"W1761",-30.4244666198723,-22.9438381997448,22.3748485666127,-4.42113315894016,6.55428570313561,-2.12601600026692
"W1762",-29.254527776025,-20.5112717358647,23.599768729015,-3.6326581472152,3.04360831117819,-0.919422090386025
"W1766",-4.45635658737761,-15.4014209080328,9.24917306674067,-13.2733716129101,1.21911428637153,-4.48321358050991
"W1770",-10.2976766997353,-20.7634371942907,10.0104315596035,-11.6566905374117,4.56788904442423,-5.02523546301363
"W1777",-2.3524946149689,1.85449500197903,-7.67220056739138,-8.31771615432513,-9.96442964859221,-3.71299899252477
"W1780",-2.80541010691242,-0.105845410721702,-9.10795324886402,-9.77519489373838,-10.3902387340196,-4.4162492343201
"W1782",-25.5036812266555,-22.6116432557119,-40.8700566632941,6.18187382939638,3.34217497450012,-1.09597099711537
"W1783",-26.3120705595766,-21.4988007975166,-39.7850326868123,6.78205255433875,3.84683915967031,-1.83089576747032
"W1784",-27.1610185005919,-2.1976514220427,-20.7026697179895,4.48772345582714,13.6145892257639,-1.00194148421827
"W1787",-28.3354688555038,-3.78318202268175,-18.5173634865265,4.27257585557569,15.9378750948909,-4.9141903098381
"W1788",-21.8499493188937,15.8551399489869,3.56964553769963,5.71836688317308,-2.55386522659301,2.20915602996031
"W1790",-21.2981801735928,16.1685084030574,2.3074177836903,8.21285064696986,1.40081176776479,2.05142986419133
"W1792",-22.4994310957406,17.17781194821,6.34557059963226,12.4485594309042,15.8689275651883,-2.3775681461379
"W1794",-22.7579789983886,16.5171406522037,6.31181841622519,9.30057919862434,9.27386987869946,-1.73116415190148
"W1795",-21.6853110876411,15.653601220081,1.315564222441,1.47479173738982,-9.06565954653301,5.89026113667349
"W1798",-23.3081276737733,18.4602751534369,-1.01501298068103,-3.09575054338269,-7.85192905637486,3.90152967514517
"W1802",-16.8587093258378,1.18449024721108,-8.13904490074024,21.6940594180131,-3.12560236058168,2.06526181650634
"W1803",-16.3078013750944,0.440997682231514,-5.53925109976693,26.4751481753292,-5.95490840699783,0.799881106681683
"W1804",-10.7763995890258,9.52552815096724,0.790046562209962,5.03268250741295,-11.627775512765,-1.40891017085638
"W1806",-11.6160680715726,8.46616532773311,4.83300489507074,7.82574791668889,-7.97424781109078,1.27849191733452
"W1807",-28.439159322903,-24.5875731755395,-41.6004185260268,5.66182000787951,2.38896761739479,-0.340491173822676
"W1809",-27.4554330267201,-24.2633198444269,-42.136768516635,5.39112954586511,2.47914184416724,-0.597901698759693
"W1810",-18.2754834487334,-7.78251760544377,-17.7370966885514,10.254082983462,-5.57737486690184,-0.36121246808034
"W1811",-18.6809666987595,-10.264955849818,-17.031431324103,11.4815162945392,-6.81401606350832,-1.45116938790052
"W1813",-30.2088158704601,-34.1454073684639,-9.9417864779083,-2.48549291955634,1.70329779838254,3.03305728261387
"W1818",-29.91718247837,-28.909590999155,-7.46487344902573,-0.9691614324297,-2.08721664925908,1.30960323978527
"W1819",-32.497747516066,-41.2131396957135,23.8986025454331,-11.2650223892272,-3.85191376061034,3.89977921586409
"W1820",-31.9929424083169,-40.8248257275755,24.4317155131295,-9.71896565814261,-2.89353533761219,5.01581491168006
"W1821",-32.3865005446103,-37.7830911475482,23.4831171388594,-8.35360634244232,-3.60182343451622,4.52832185971593
"W1822",-31.3193334495361,-37.3118083865894,23.875134017131,-9.28136415961562,-2.02562289193942,4.479530367223
"W1823",-18.6745131832375,-16.4207576102958,15.1103340512586,6.96442455033848,-9.10970549540767,2.53800833398828
"W1824",-16.0936812779645,-10.3630120844198,14.1828431658073,8.9523923909109,-2.10269348349567,1.30188193153031
"W1825",-15.5147460971798,13.1520951927085,7.3292783252281,12.2286733028757,6.50256085576356,-1.99500791789496
"W1832",-18.712854263269,15.8800721580079,6.90138228710915,10.6150763754236,7.19183249388131,0.947517427295233
"W1839",41.0319838157467,1.42154101651157,6.14253995893953,13.4119443499476,-0.44630784522974,5.88945487575734
"W1844",34.6313119592209,3.25805461749764,9.19222251590074,18.4445152172401,-6.54792405060003,-2.71428151543419
"W1849",-14.5206826702796,15.1443000946958,-4.70264246436155,-12.6764420171521,-10.3112312426339,1.52138786523568
"W1850",-14.6480117815768,14.7134597407006,-4.23077317608372,-13.3942994288039,-9.5966321770551,0.729485525202219
"W1852",-22.6427030902043,14.2368661374539,7.09097665416121,6.00509282287971,13.8280055001591,-3.22682190455484
"W1853",-22.499021008734,14.7040080184311,6.24813768880076,7.98636208054533,14.3132336786124,-1.29982615971071
"W1854",-23.4661199981286,15.8429889180094,-3.45542796579003,-8.24995520325649,-7.36155173925468,1.58929771155447
"W1857",-23.7716211925583,14.2791967866553,-4.26927727955096,-11.3601962101905,-7.56757024164822,0.860690469933717
"W1858",-23.4098005431098,17.3720575356026,-0.623870183277673,0.48833442834483,-5.98365792619293,4.05591949954724
"W1859",-20.2707074568051,16.7929817479713,0.893542047377518,0.616702078086305,-13.4902860685038,4.1785012047514
"W1862",-26.0145241286427,17.8287904073323,0.39195736880193,-8.83445012744699,5.14636959684646,1.44237826104927
"W1865",-26.9645997714048,19.0248837894525,1.75743420301288,-6.14786840697449,11.8556718683254,1.61205396608634
"W1866",-22.8384457437615,17.425321476303,2.95387786640517,1.90337840417013,8.12266340432229,-2.71567872046049
"W1870",-23.322964188562,18.3082265219595,3.53303893887889,-2.3434498792716,9.00719057185726,0.0835214832606728
"W1873",-21.9113975610709,17.5924763380766,5.5630084791209,6.84626166588415,6.12230137328661,0.0644668732160705
"W1879",-22.0513773863764,18.243189612419,5.81911840547598,7.7000817719779,7.54814974690224,-0.669275219845244
"W1880",-19.2073966058366,17.2438808323117,1.58753379514767,3.78035317818304,-3.19702264709103,0.632571947362932
"W1881",-16.8779328820888,17.7321706903211,3.6464536344484,8.34482952153927,-2.65933686148235,0.491109370565247
"W1882",-22.3972335108669,16.7689018241077,-3.12382861675048,-10.1814618323693,-6.9337101483682,2.90084505854368
"W1884",-22.3165137568355,17.4031213420374,-3.37785257816271,-11.8377207399208,-6.34002285752375,2.68818171245794
"W1890",-20.5651732348211,15.8523344015011,-4.83817515723399,-15.7581001148892,-8.94146344315899,2.85049833826114
"W1891",-19.8000941249749,16.5978732018346,-4.46981979097823,-16.2606556326253,-8.56564746691684,3.41341055571992
"W1893",-25.2818470696495,19.454812069184,-0.299172337446062,-3.06004616377984,10.6450910944933,0.4841580056338
"W1895",-24.8450625133448,17.0749168104787,-0.250948066510268,-4.6644904578019,5.07911200633231,-0.896799461403661
"W1896",-24.8326169906536,19.4189893455808,0.560715887028725,-7.95859912237459,4.89241811181726,1.1150905642723
"W1912",-24.4751592381172,18.8117315500115,-0.141154028314339,-7.09061866050003,6.92739732513995,0.751347527312869
"W1914",-21.5960802747484,16.584160720367,1.514473263397,-0.401375504940429,-2.61571130299778,1.80590949811441
"W1916",-20.0639782126314,18.0689297762069,2.22145446737397,3.80353862017219,3.24326626572219,-1.18181867540146
"W1919",-26.3229260095901,18.0448157438283,1.40858052310446,-8.34031425525723,9.41325371598177,0.82949747750448
"W1921",-25.9450099945818,17.8389172309305,0.152137855875799,-5.98222488372043,10.2678315885817,0.468466285418714
"W1925",-20.9549035576411,19.4608026167694,6.73023793884128,8.06371122546123,5.75116929210274,1.12869564674652
"W1927",-22.6120560363158,17.6798740425367,5.43494409796634,5.00031589620361,8.6451531666106,0.87175806615793
